url,class,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words
https://qrco.de/bfJWU5,1.0,0,0,1,4,0,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4.5,5,4,0.5,0,0,0,0,0,0,0,0,0.0,2
www.franklin-square.com/resumes.htm,0.0,0,0,0,15,3,35,1,2,1,0,0,1,6,0,0,2,3,1,0,0,0,0,0,0,7,3,5.857142857142857,8,3,1.958758457257441,3,1,0,5,0,1,1,0,7.666666666666667,0
www.2600.com/news/display.shtml?id=13,0.0,4,0,6,4,3,37,1,2,1,0,0,1,8,1,1,0,3,2,0,1,0,1,0,0,4,1,4.75,7,3,1.479019945774904,1,2,0,1,0,1,1,0,7.0,0
www.nytimes.com/library/tech/99/01/biztech/articles/25computer-briefs.html,0.0,0,0,6,7,3,74,1,2,2,0,0,1,7,1,1,1,3,7,0,0,0,0,0,1,10,4,6.1,8,3,1.7,4,2,2,6,0,0,0,0,7.5,0
https://docs.google.com/presentation/d/e/2PACX-1vThqazW5Q7G71e0mvWj-eopVY0sCUsk_tEH-rRLnb9hi0WUvHXq0P1T31ukgbKFPlPY_ntRQVIgyLN3/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,19,6,4,152,1,0,0,0,0,1,6,1,1,3,0,5,0,1,2,3,2,1,13,5,9.153846153846153,25,4,5.572544700392256,3,0,1,7,0,2,2,0,10.333333333333334,6
www.itworld.com/swol-1103-regex,0.0,0,0,4,7,3,31,1,2,1,0,0,1,7,1,1,2,2,1,0,0,0,0,0,0,5,2,5.2,7,3,1.6,2,3,0,2,0,0,0,0,7.0,0
endangereddurham.blogspot.com/2009/01/durham-cotton-manufacturing-company.html,0.0,0,0,6,8,16,78,1,0,2,0,0,1,4,1,1,3,3,3,0,0,0,0,0,1,10,6,8.7,16,3,4.450842616853577,4,2,2,8,0,0,0,0,13.0,0
stephe-leake.org/emacs/ada-mode/emacs-ada-mode.html,0.0,0,0,0,12,0,51,1,0,0,0,0,1,0,0,0,5,2,3,0,0,0,0,0,0,11,0,4.545454545454546,6,3,0.9875254992000195,0,1,0,8,2,0,0,2,0.0,0
www.neiltiffin.com/resume.html,0.0,0,0,0,10,3,30,1,2,1,0,0,1,8,0,0,0,3,1,0,0,0,0,0,0,5,4,6.6,10,3,2.939387691339814,2,2,0,5,0,0,0,0,10.0,0
www.cse.iitd.ernet.in/~skapoor,0.0,0,0,0,5,12,30,0,2,0,0,0,3,9,0,0,0,6,1,0,0,0,0,0,0,6,2,4.666666666666667,8,2,1.7950549357115013,1,0,0,4,0,1,1,0,8.0,2
https://docs.google.com/drawings/d/14Clpia5JxF1yhHxKNa0DFj6eI1dcLgdToJjyGx3-2vk/edit,1.0,0,0,9,6,4,61,1,0,0,0,0,1,3,1,1,1,0,4,0,0,0,0,0,1,5,1,10.8,32,4,10.703270528207723,1,1,1,1,0,0,0,0,8.0,2
www.auditmypc.com/free-sitemap-generator.asp,0.0,0,0,0,9,3,44,1,2,1,0,1,1,7,1,1,2,3,1,0,0,0,0,0,0,6,2,6.833333333333333,9,3,2.4776781245530843,2,2,0,2,0,0,0,0,8.0,2
https://l.ead.me/bfXumj,1.0,0,0,0,3,1,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.0,6,6,0.0,0,0,0,0,0,0,0,0,0.0,1
https://l.ead.me/bfKP9B,1.0,0,0,1,3,1,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0.0,1
pmg.csail.mit.edu/~ajmani,0.0,0,0,0,3,9,25,1,0,0,0,0,2,0,1,1,0,4,1,0,0,0,0,0,0,3,0,5.666666666666667,7,5,0.9428090415820634,0,0,0,2,0,0,0,0,0.0,1
www.blaikiewell.com/freephotographs/,0.0,0,0,0,11,3,36,1,2,1,0,0,1,9,0,0,0,2,2,0,0,0,0,0,0,4,6,10.0,15,3,4.358898943540674,3,2,0,3,2,0,0,2,12.333333333333334,0
www.los-gatos.ca.us/los_gatos/businesses/the_webworks/waci/index.html,0.0,0,0,0,9,3,69,0,2,0,0,0,1,7,0,0,2,4,5,0,0,0,0,2,0,9,1,5.333333333333333,10,2,2.211083193570267,1,1,0,6,1,0,0,1,10.0,1
https://docs.google.com/presentation/d/e/2PACX-1vTFMgBlgu8yhVyeaPFqO_vaCcb_u3gqU-IYBmlnt1owQjJIIbT7dYizdy6ZB5qCks9c3yTEoJRUxLL2/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,15,6,4,152,1,0,0,0,0,1,9,1,1,2,0,5,0,1,2,3,2,1,13,5,9.76923076923077,39,4,9.422998429814367,3,0,1,7,0,2,2,0,10.333333333333334,6
https://docs.google.com/presentation/d/e/2PACX-1vSNHWPDVUJH_-n_xPC-sojFnuIFS4dJlb31Ox-jwtpp2ELiJFAXfgfBRITG1xRGUFITOHtQWbAuWPjK/pub?start=false&loop=false&delayms=3000,1.0,0,0,11,6,4,144,1,0,0,0,0,1,6,1,1,4,0,5,0,1,2,3,2,1,13,2,9.076923076923077,39,1,9.400994533816732,2,0,1,5,0,3,3,0,9.5,5
https://did.li/gO9lC,1.0,0,0,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.0,4,4,0.0,0,0,0,1,0,0,0,0,0.0,0
members.tripod.com/~vipinshetty/vb/,0.0,0,0,0,6,7,35,1,0,1,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,6,4,6.833333333333333,12,3,2.6718699236468995,3,1,0,6,0,0,0,0,8.666666666666666,0
www.members.shaw.ca/robkwong/,0.0,0,0,0,4,11,29,0,2,0,0,0,2,6,1,1,0,4,2,0,0,0,0,0,0,5,2,6.0,8,4,1.6733200530681511,2,0,0,4,0,0,0,0,7.0,1
www.iptc.org/cms/site/index.html?channel=CH0106,0.0,0,0,4,4,3,47,1,2,0,0,1,1,7,1,1,0,3,3,0,1,0,1,0,0,6,1,4.666666666666667,7,4,1.1055415967851332,1,1,0,3,0,0,0,0,7.0,2
https://webmail-erty5.weebly.com/,1.0,0,1,0,6,13,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3,0,5.666666666666667,7,4,1.247219128924647,0,1,0,2,0,0,0,0,0.0,0
www.internetnews.com/bus-news/article.php/520901,0.0,0,0,6,12,3,48,1,2,1,0,0,1,6,1,1,1,3,3,0,0,0,0,0,0,5,5,7.6,12,3,3.826225293941798,3,2,0,3,0,2,2,0,10.333333333333334,0
www1.sympatico.ca/mags/netlife/,0.0,0,1,1,9,4,31,0,2,0,0,0,1,6,1,1,0,2,3,0,0,0,0,0,0,4,3,7.25,9,4,2.0463381929681126,3,0,0,4,0,0,0,0,8.333333333333334,0
www.qualityspecialists.com/iso/iso_9000/iso.htm,0.0,0,0,4,18,3,47,1,2,1,0,0,1,9,0,0,0,3,3,0,0,0,0,1,0,4,4,10.5,18,3,7.5,2,1,0,4,0,1,1,0,18.0,0
www.oreilly.com/catalog/javacook/chapter/ch18.html,0.0,0,0,2,7,3,50,1,2,1,0,0,1,9,1,1,0,3,4,0,0,0,0,0,0,7,6,6.142857142857143,8,3,1.7261494247992246,5,2,0,6,0,0,0,0,7.2,0
http://43.159.37.67/v3/signin/identifier?dsh=S1544056343%3A1679335279415643&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AWnogHezA6Vj1YmlQ_-wd782qFN5BbJey79rUjJ1ciIpMG2JcfYrzipi9G3RbLhtpc_muol7O9v-uQ&amp%3Bpassive=1209600&amp%3Bxrealip=107.178.232.242&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AWnogHeyRwNQVh7YGYSxxFexKH5W4qsThjSNemJRcuznoNdlPcFmRI0zXvmhShZfKMjCeMQU1dWrrw,1.0,9,0,91,12,0,455,0,0,2,0,0,1,16,0,0,2,13,3,0,1,9,10,2,0,25,14,11.36,73,3,14.130477698931482,11,8,2,8,2,4,4,2,9.181818181818182,6
www.angelfire.com/art2/brushlist/index.html,0.0,0,0,1,9,3,43,1,2,1,0,0,1,6,1,1,0,3,3,0,0,0,0,0,0,7,6,6.0,9,3,2.6726124191242437,3,2,0,7,0,1,1,0,9.0,0
https://k43n2f.top/v1/check,1.0,3,0,1,6,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,1,0,0,0,0,0.0,0
groups.yahoo.com/group/treo/,0.0,0,0,0,5,6,28,1,0,1,0,1,1,2,1,1,0,2,3,0,0,0,0,0,1,7,0,4.857142857142857,6,3,0.9897433186107869,0,3,2,1,0,1,1,0,0.0,0
https://u3738.square.site/,1.0,0,4,0,6,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.0,6,6,0.0,0,0,0,1,0,0,0,0,0.0,0
https://fondazionefoa.it/es.html,1.0,0,0,0,13,0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,8.5,13,4,4.5,1,1,0,2,1,0,0,1,13.0,0
https://carhost-e6d05c1c-875b-44a8-8308-f83eef7f99be.myportfolio.com/,1.0,0,19,0,11,44,1,1,0,0,0,0,1,3,1,1,5,0,1,0,0,0,0,0,0,4,3,7.25,11,4,2.48746859276655,3,0,0,3,0,0,0,0,8.333333333333334,1
users.westelcom.com/jsegur/,0.0,0,0,0,9,5,27,1,0,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,6,4,6.166666666666667,9,3,2.1921577396609844,2,1,0,5,0,2,2,0,9.0,0
https://pub-16499d352cc14fe4b8cdf064bb205547.r2.dev/ALIG101.html,1.0,1,21,3,2,36,13,0,0,0,0,0,1,4,0,1,1,1,1,0,0,0,0,0,0,3,0,6.333333333333333,11,4,3.299831645537222,0,1,0,1,0,0,0,0,0.0,1
https://q-r.to/bfHe3f,1.0,0,0,1,3,0,7,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0.0,1
www.sea-priestess.com/ecards-e.htm,0.0,0,0,0,13,3,34,1,2,1,0,0,1,8,0,0,3,3,1,0,0,0,0,0,0,5,2,6.0,9,3,2.6832815729997477,2,1,0,3,0,1,1,0,9.0,0
www.sdl.sri.com/papers/mcorrelator/,0.0,0,0,0,3,7,35,1,2,1,0,1,2,7,1,1,0,4,3,0,0,0,0,0,0,5,2,5.2,11,3,3.124099870362662,1,1,0,3,0,2,2,0,11.0,0
www.sprucetech.com/introtouml.htm,0.0,0,0,0,10,3,33,1,2,1,0,0,1,6,0,0,0,3,1,0,0,0,0,0,0,5,6,7.2,10,3,3.429285639896449,3,1,0,6,0,1,1,0,10.0,0
home.gna.org/pychart/,0.0,0,0,0,3,4,21,1,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,3,1,5.0,7,4,1.4142135623730951,1,2,0,1,0,0,0,0,7.0,0
https://govpcnsvu.live/,1.0,0,0,0,9,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.0,9,9,0.0,0,0,0,0,0,0,0,0,0.0,1
blog.seattlepi.com/microsoft/,0.0,0,0,0,9,4,29,1,0,1,0,0,1,2,1,1,0,2,2,0,0,0,0,0,0,6,2,6.333333333333333,9,3,2.6874192494328497,2,1,1,4,0,0,0,0,9.0,0
www.bridgewebs.com/newcastle/,0.0,0,0,0,10,3,29,1,2,1,0,0,1,6,1,1,0,2,2,0,0,0,0,0,0,4,5,8.0,10,3,2.9154759474226504,3,1,0,5,0,0,0,0,9.666666666666666,0
https://docs.google.com/presentation/d/e/2PACX-1vRC97Lfi3e4OgTGGWUb30I_Y33VzoTGtssBKxgkZ7OGPHCxjI55j5kjhpcrOvS4ULhX5lTSWSacBPxv/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,20,6,4,152,1,0,0,0,0,1,9,1,1,1,0,5,0,1,2,3,1,1,11,5,11.272727272727273,48,4,12.188600554250451,3,0,1,7,0,2,2,0,10.333333333333334,4
www.pepsoft.com/zipfree/intro.html,0.0,0,0,0,7,3,34,1,2,1,0,0,1,7,0,0,0,3,2,0,0,0,0,0,0,6,5,5.5,7,3,1.6072751268321592,3,3,0,5,0,0,0,0,7.0,0
https://sites.google.com/view/monbonusclicetmoi/,1.0,0,0,0,6,5,24,1,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,4,3,8.0,17,4,5.244044240850758,1,0,1,5,0,0,0,0,17.0,0
tools.ietf.org/html/rfc2935,0.0,0,0,4,4,5,27,1,0,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,6,0,4.166666666666667,5,3,0.6871842709362768,0,1,0,2,1,0,0,1,0.0,2
jcp.org/aboutJava/communityprocess/final/jsr315/index.html,0.0,0,0,3,3,0,58,1,0,1,0,1,1,2,1,1,0,2,5,0,0,0,0,0,0,5,4,7.8,16,4,4.445222154178573,2,2,0,5,0,0,0,0,12.5,0
https://docs.google.com/presentation/d/e/2PACX-1vSnRpUSg0RfnHWBAEtoaSBFufAdq-wwDNj4zZ6mrnrFUc7S6ezvXspVAWZuBXPFPR6pnWmvKmEdLcCN/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,12,6,4,152,1,0,0,0,0,1,8,1,1,2,0,5,0,1,2,3,0,1,11,5,12.0,45,4,12.21772185281394,3,0,1,7,0,2,2,0,10.333333333333334,4
webhome.idirect.com/~gmr/,0.0,0,0,0,7,7,25,1,0,1,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,6,2,5.833333333333333,7,3,1.6749792701868151,2,3,0,0,0,2,2,0,7.0,1
www.andrew.cmu.edu/user/broitman/EDB-Coatings-Consulting.htm,0.0,0,0,0,3,10,60,1,2,0,0,1,2,6,1,1,2,5,3,0,0,0,0,0,0,7,3,6.428571428571429,10,3,2.2587697572631282,3,1,0,5,0,1,1,0,8.666666666666666,0
www.nedit.org/ftp/contrib/highlighting/haskell.pats,0.0,0,0,0,5,3,51,1,2,0,0,0,1,7,0,0,0,3,4,0,0,0,0,0,0,6,3,6.666666666666667,12,4,2.6246692913372702,3,0,0,4,0,2,2,0,8.666666666666666,0
library.uml.edu/clh/mo.htm,0.0,0,0,0,3,7,26,1,0,0,0,1,1,0,1,1,0,3,2,0,0,0,0,0,0,4,2,4.75,7,2,2.277608394786075,2,0,0,2,0,3,3,0,7.0,0
https://demo-tailwind-sooty.vercel.app/,1.0,0,0,0,6,19,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,4,1,5.75,8,4,1.479019945774904,1,0,0,3,0,1,1,0,8.0,0
linuxgazette.net/issue83/padala.html,0.0,0,0,2,12,0,36,1,0,0,0,0,1,3,1,1,0,2,2,0,0,0,0,0,0,6,4,7.0,12,3,3.6514837167011076,2,1,0,6,1,0,0,1,12.0,0
www.dmoz.org/docs/en/world.html,0.0,0,0,0,4,3,31,1,2,0,0,1,1,6,1,1,0,3,3,0,0,0,0,0,0,5,0,4.2,5,4,0.39999999999999997,0,2,0,0,0,0,0,0,0.0,3
https://ln.run/XIVSU,1.0,0,0,0,2,0,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,1,0,0,0,0,0.0,0
bugzillametrics.org/BugzillaMetrics/,0.0,0,0,0,15,0,36,1,0,0,0,0,1,3,0,0,0,1,2,0,0,0,0,0,0,3,6,15.0,15,15,0.0,3,0,0,6,0,0,0,0,15.0,0
https://www.miricanvas.com/v/130cns4,1.0,0,0,4,10,3,10,1,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,2,10.0,10,10,0.0,1,0,0,1,1,0,0,1,10.0,0
https://metafb-fbw7r3d.web.app/,1.0,0,2,0,3,14,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,5.5,6,5,0.5,0,0,0,0,0,0,0,0,0.0,2
home.intekom.com/customsconsultants,0.0,0,0,0,7,4,35,1,0,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,6,4,7.166666666666667,18,3,5.07991688470939,3,3,0,4,0,0,0,0,10.666666666666666,0
https://f-casefile-service.github.io/9998/,1.0,0,0,4,6,18,6,0,0,0,0,0,1,3,1,1,2,0,2,0,0,0,0,0,1,3,2,7.0,8,6,0.816496580927726,1,1,1,1,0,1,1,0,8.0,0
http://mcas-proxyweb.mcas.ms/certificate-checker?login=false&amp;originalUrl=https%3A%2F%2Fbit.ly.mcas.ms%2F3tBqBIN%3FMcasTsid%3D20893&amp;McasCSRF=0f95c59a30af1e3a152874bd1ed8389e360301a106dd1613f05a98f6033f0361,1.0,0,0,57,4,13,184,0,0,0,0,0,1,3,0,1,2,3,1,0,1,2,3,0,0,17,4,7.235294117647059,19,2,4.544284215488934,3,2,0,8,0,4,4,0,10.333333333333334,5
www.cisco.com/en/US/docs/internetworking/technology/handbook/RIP.html,0.0,0,0,0,5,3,69,1,2,1,0,0,1,7,1,1,0,3,7,0,0,0,0,0,1,9,4,6.222222222222222,15,2,3.8809442659051068,3,2,2,3,2,0,0,2,11.0,1
https://mint-core-fuse.vercel.app/,1.0,0,0,0,6,14,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,4,0,4.5,6,4,0.8660254037844386,0,0,0,2,1,1,1,1,0.0,0
www.topix.com/business/livestock,0.0,0,0,0,5,3,32,1,2,1,0,0,1,7,1,1,0,2,2,0,0,0,0,0,0,5,2,6.0,9,3,2.1908902300206643,2,1,0,4,0,0,0,0,8.5,0
https://centrum-107586.weeblysite.com/,1.0,0,6,0,10,14,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,3,8.5,10,7,1.5,2,0,0,3,0,0,0,0,8.5,0
https://q-r.to/bfXqDW,1.0,0,0,0,3,0,7,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,6.0,6,6,0.0,0,0,0,0,0,0,0,0,0.0,1
https://docs.google.com/presentation/d/e/2PACX-1vR6aVLSZlh4IX2rbRZBvVNH3q75_vUoqp0Y7XSEh65LjUqio9SDFB0hv5DhyEqtE9Op1zW3Ce_7lLPr/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,23,6,4,152,1,0,0,0,0,1,7,1,1,1,0,5,0,1,2,3,2,1,12,5,10.0,35,4,8.916277250063503,3,0,1,8,0,2,2,0,10.333333333333334,4
https://docs.google.com/presentation/d/e/2PACX-1vT07mbcr-tfpo7MTeptufIou6nk2G8z9fxaaIVsdwzwV6gg90wwjxO-FgzgoHpbwmNT51NdKm2QnluE/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1.0,0,0,20,6,4,158,1,0,0,0,0,1,8,1,1,3,1,5,0,1,3,4,0,1,13,2,9.307692307692308,37,4,9.185143651861166,2,0,1,6,0,2,2,0,9.5,5
www.microsoft.com/globaldev/reference/glossary.mspx,0.0,0,0,0,9,3,51,1,2,1,0,0,1,7,1,1,0,3,3,0,0,0,0,0,1,7,3,7.285714285714286,9,3,2.4327694808466287,3,1,3,2,0,0,0,0,8.666666666666666,1
https://surl.li/idofx,1.0,0,0,0,4,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,4.5,5,4,0.5,0,0,0,1,0,0,0,0,0.0,1
https://docs.google.com/presentation/d/e/2PACX-1vQBK5A9V5YY1rkKONZIUmh44j2l45mKrXXmBDuTI0xWJoY5e4ry_nn4Jf7fhvMNJUIbJt_27z0lFFuW/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,23,6,4,152,1,0,0,0,0,1,11,1,1,1,0,5,0,1,2,3,2,1,12,5,10.0,39,4,9.371943946339698,3,0,1,7,0,2,2,0,10.333333333333334,5
www.eg3.com/ada.htm,0.0,1,0,1,3,3,19,1,2,1,0,1,1,6,0,1,0,3,1,0,0,0,0,0,0,3,0,3.0,3,3,0.0,0,1,0,0,1,1,1,1,0.0,0
www.fordham.edu/halsall/mod/1823cotton.html,0.0,0,0,4,7,3,43,1,2,0,0,0,1,8,1,1,0,3,3,0,0,0,0,0,0,5,3,6.2,7,4,1.16619037896906,3,1,2,2,0,0,0,0,7.0,0
https://docs.google.com/presentation/d/e/2PACX-1vQxK-d70jOxQqDXhF1vZWTw3p3YcSFtz_ztEjJ39JeTbdDJg_nNGkYClDmxZETJ8uuQlJ-ohrtoFekn/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1.0,0,0,14,6,4,167,1,0,0,0,0,1,10,1,1,3,1,5,0,1,3,4,2,1,15,8,9.066666666666666,22,4,5.359933664597808,5,0,1,10,0,2,2,0,9.8,6
https://crtscpewxi.firebaseapp.com/,1.0,0,0,0,11,10,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,10.5,11,10,0.5,1,0,0,1,0,0,0,0,11.0,1
https://diiasnifnixzxcad.gpmwryee.workers.dev/,1.0,0,0,0,7,25,1,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,3,1,10.333333333333334,16,7,4.027681991198191,1,0,0,1,0,0,0,0,7.0,2
https://ex-cmetamask-wallet-cdn.groovehq.com,1.0,0,0,0,8,23,0,1,0,0,0,1,1,2,1,1,3,0,0,0,0,0,0,0,0,3,2,7.666666666666667,9,6,1.247219128924647,1,0,0,3,0,0,0,0,9.0,1
www.w3.org/TR/xmlp-reqs/,0.0,1,0,1,2,3,24,1,2,0,0,0,1,6,1,1,1,2,3,0,0,0,0,0,0,2,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0.0,2
www.mag-ii.com/index.html,0.0,0,0,0,6,3,25,1,2,1,0,0,1,8,0,0,2,3,1,0,0,0,0,0,0,3,0,4.0,5,3,0.816496580927726,0,2,0,1,0,0,0,0,0.0,0
tools.ietf.org/html/rfc1794,0.0,0,0,4,4,5,27,1,0,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,6,0,4.166666666666667,5,3,0.6871842709362768,0,1,0,2,1,0,0,1,0.0,2
https://pymtrem.firebaseapp.com/,1.0,0,0,0,11,7,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,9.0,11,7,2.0,1,0,0,1,0,0,0,0,11.0,1
www.bellcraft.com/mash/,0.0,0,0,0,9,3,23,1,2,1,0,0,1,8,0,0,0,2,2,0,0,0,0,0,0,4,4,6.25,9,3,2.7726341266023544,2,1,0,3,2,0,0,2,9.0,0
https://freemservicehu.weebly.com/,1.0,0,0,0,6,14,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,2,2,10.0,14,6,4.0,1,2,0,1,0,0,0,0,14.0,0
https://freedombnk.weebly.com/,1.0,0,0,0,6,10,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,2,1,8.0,10,6,2.0,1,0,0,2,0,0,0,0,10.0,0
https://resanobnak.com,1.0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,10,10,0.0,1,0,0,1,0,0,0,0,10.0,0
https://taboonat.com/Halloween/BG%20PAGE/auth.html,1.0,0,0,2,8,0,30,1,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,6,2,5.166666666666667,9,2,2.4776781245530843,2,1,0,4,1,0,0,1,8.5,0
www.siam.org/meetings/da98/da98home.htm,0.0,0,0,4,4,3,39,1,2,0,0,0,1,7,1,1,0,3,3,0,0,0,0,0,0,5,1,5.0,8,3,1.7888543819998317,1,0,0,4,0,1,1,0,8.0,0
https://pub-2801359d2be54bfd8701132626efeb73.r2.dev/owoed.html,1.0,1,22,0,2,36,11,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3,0,6.333333333333333,10,4,2.6246692913372702,0,1,0,1,0,0,0,0,0.0,1
www.kwic.com/~bkeller/binding/,0.0,0,0,0,4,3,30,1,2,1,0,0,1,7,0,0,0,2,3,0,0,0,0,0,0,5,2,5.2,8,3,1.9390719429665317,2,1,0,4,0,0,0,0,7.5,0
getwebhits.com/resellers.htm,0.0,0,0,0,10,0,28,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,5,5,7.0,10,3,3.286335345030997,3,1,0,5,0,1,1,0,9.666666666666666,0
members.home.nl/avanriessen/projects/wmmixer/,0.0,0,0,0,4,7,45,0,0,0,0,0,1,2,1,1,0,2,4,0,0,0,0,0,0,8,5,6.25,11,2,2.6339134382131846,4,2,0,5,0,1,1,0,8.25,1
www.cs.washington.edu/research/zpl/index.html,0.0,0,0,0,10,6,45,1,2,0,0,0,2,6,1,1,0,5,3,0,0,0,0,0,0,5,3,7.4,10,4,2.4979991993593593,3,1,0,4,0,0,0,0,9.333333333333334,0
https://qrco.de/bfwhbi,1.0,0,0,0,4,0,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5.0,6,4,1.0,0,0,0,0,0,0,0,0,0.0,2
www.cnctek.com/bizdb-html/,0.0,0,0,0,6,3,26,1,2,1,0,1,1,6,0,0,1,2,2,0,0,0,0,0,0,5,0,4.8,6,3,1.16619037896906,0,2,0,0,0,0,0,0,0.0,3
https://bt-103816.square.site/,1.0,0,6,0,6,9,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,4.0,6,2,2.0,0,0,0,1,1,0,0,1,0.0,0
https://away.vk.com/away.php?rh=7ea9d089-aac9-45e0-83e7-91853370b42b,1.0,0,0,22,2,4,49,1,0,0,0,1,1,2,1,1,4,1,1,0,1,0,1,0,0,3,0,3.3333333333333335,4,2,0.9428090415820634,0,0,0,2,2,0,0,2,0.0,0
www.sofer.com/research/searchmain.html,0.0,0,0,0,5,3,38,1,2,1,0,0,1,6,0,0,0,3,2,0,0,0,0,0,0,6,3,5.833333333333333,10,3,2.4094720491334933,2,2,0,4,0,3,3,0,9.0,0
https://ec1-user-domain-assets.moosend.com/redirect/setting/PlatformDomain/Favicon?customDomain=identity.moosend.com&amp;defaultRedirect=https://flightbooking.brancosoft.ae/wp-content/renewal-invoice/MO19515678-1/confirm/?domain=iatwork.it,1.0,0,1,9,7,22,197,1,0,1,0,0,1,6,1,1,6,5,11,0,2,1,3,0,0,23,18,7.782608695652174,19,2,3.658896504342478,12,7,1,18,0,5,5,0,9.833333333333334,0
https://blinq.me/LLyVsQxVEpyu?bs=db,1.0,0,0,0,5,0,19,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,2,0,8.5,12,5,3.5,0,0,0,1,0,0,0,0,0.0,1
www.unknownworlds.com/decoda,0.0,0,0,0,13,3,28,1,2,1,0,0,1,6,1,1,0,2,1,0,0,0,0,0,0,4,4,8.75,13,3,4.380353866983808,2,5,0,1,0,0,0,0,13.0,0
www.ddj.com/cpp/184403863,0.0,0,0,9,3,3,25,1,2,1,0,1,1,10,0,0,0,2,2,0,0,0,0,0,0,1,0,3.0,3,3,0.0,0,1,0,0,0,0,0,0,0.0,0
